x,y
45.70045192251653,79.95349237567672
44.49905977468835,78.71231205102016
49.28120050595524,77.54656459231695
39.91350648699703,80.80950938313013
41.921884930221914,80.98596726974772
42.30069595297221,79.39716354744147
39.25231917448941,77.50961350416546
43.40056952744374,80.33868423422815
29.884791591969627,77.27177398191554
34.70674607871932,78.67279035618063
29.629232285024468,74.10802894076085
23.031723704908956,60.57550177264033
26.24178132113936,52.09561499022629
23.60918624243643,64.2667740377887
23.617464505723706,56.78353770679142
21.557698416875116,58.26955769390943
31.033841114954726,42.96480809598515
32.06565113039643,41.307322943061536
37.258988881215274,37.90166826825393
31.047733489276105,41.161614690806246
63.79588953215651,68.83923601923343
52.77336646118785,77.23127096768881
62.397708364093816,71.38314063682974
65.00887179101275,73.88787456104328
52.76407951405822,74.17111357450246
56.242870716905195,73.36154457817143
52.640704274037574,77.54189770549873
54.798189230948616,74.81420168295149
61.490971673837606,71.35348390523045
54.798756916938345,74.78664544286002
43.982494358990984,29.44865750065131
46.2461158920967,30.38575158963993
40.36877090269055,35.256194627880994
38.01662122298318,36.72843435897342
46.556611978530114,27.67267819837414
44.64551479703028,30.484436654846693
38.413460194252266,37.160137580469204
39.35477201293877,36.01616909276743
34.64862528099869,39.76978764023442
33.50719468127103,40.54908452251
31.20221665327888,41.248043736863075
35.36094863185863,38.29661379771859
38.226216981687415,35.365275695990654
33.94277296125709,41.311535301497564
36.804295544647715,37.95318339368833
35.91011296649643,37.751574215731814
38.875819575745254,34.67914303180301
46.131060999472915,30.842257209055514
52.42032982829434,25.581869547967177
50.89632334382733,22.74598562817057
46.99511968453441,28.28575277270375
57.03267354476214,15.059795760570577
48.327393366240045,25.405699772339258
44.942140761085234,28.329823590687305
53.95206326940336,19.57365665701528
46.518899270217986,26.192882081919787
63.963652539761085,69.01538966624456
64.38030764015336,72.57760449956047
63.29311557756709,69.75359950491256
61.05504280603165,69.69168265657245
65.58811478660121,75.5376587676946
66.79987414090185,75.57497934897634
66.30897814019633,76.2287779664556
71.2143029762306,79.66887386420173
48.089222300884465,79.82412906497188
47.70303056380475,79.42549505099915
40.16557763502059,80.80834929026234
46.3082658974012,80.49272272009281
46.913152134481706,79.21838758930822
46.29132468482753,80.57227044772574
50.32128472580581,76.36351177407414
44.21639312444143,80.11946259936212
44.04861169457492,79.22998869926927
45.70770606641958,78.42057426213287
52.02101032148956,75.86818065604696
22.63867340779964,61.96671148887447
26.75326943788924,71.97653683594477
28.285217741345487,74.31253079698213
46.06065519607508,80.23906639769211
74.57434683902653,80.33308090757684
75.67531034743702,80.44181243554948
71.13889388458347,79.62237921240505
74.64118474790334,78.52565282705939
79.46923941039107,79.23571384722489
76.54751741669878,80.79785607911955
77.31810842503248,80.5310848339913
74.80935400296467,80.42706912244084
80.00323528042215,80.84494676658471
80.50000967593661,80.86948594295467
86.97521983078285,79.39002437995869
89.63263405180186,43.76331698452444
92.4426307474497,46.52721135816236
87.3701314966897,41.91248343835927
92.84161163597169,47.98616648024989
83.37956419069037,35.988713894061824
92.75240071599224,43.86750002466193
95.66968614821567,51.480608844613045
95.44060091459919,53.99041027843023
55.326348384555125,18.116162821759925
44.24131844011785,30.10557727825075
64.28890180185702,18.015622495539606
67.88016221825579,25.28679364295568
58.40383718607751,11.275860397909083
65.83849233849587,21.381605775292037
71.1099015838752,24.98987840193603
66.8093570521952,20.59249949380864
66.06895910876815,23.23985418171527
62.31634236270879,14.818230092171968
58.1413340918595,13.382103933502837
59.080383343107066,11.197147938857114
58.96667783429218,11.455020077668898
56.802141173488096,17.793331939696152
59.96938375328915,9.889353112830547
56.30195344342557,20.46545428411796
57.7391241850797,14.194377059546415
59.61154045389187,11.202917301475141
58.256075978479636,12.064860833264879
58.34040274955713,10.834872277451076
56.353861091173805,20.108171239815018
59.397809788650655,12.184180331342501
61.74700872598618,11.009833538848703
61.672620914257365,15.22452115801958
60.81900429413143,12.928415126785799
61.14525886644461,9.917315600709145
58.97146826039687,10.817631051860756
61.85916653357765,11.3906312960251
60.999662101010266,11.283041968482932
58.69206800992609,10.636382453006537
60.43765774499186,12.052483319390634
60.119994788134605,9.994102235329903
58.750323526914244,11.672319720590835
59.46066046044492,10.374657032072838
63.65426600567127,18.361336669928708
57.551729195725265,13.085233527865984
58.597812674650775,11.686654190833002
56.99030810491554,14.786108575177876
46.370362551830176,30.297113140244395
47.14315751015446,26.99978239149742
91.13367643961695,42.86604568808433
44.13369521782226,80.80743065358602
44.18799358951405,79.30401532418605
40.83574245335791,81.003766066882
